names,scores,logfoldchanges,pvals,pvals_adj
MRPL49,-0.5314262,-0.17247598,0.5951234613634017,1.0
MRPS7,-0.5316245,-0.12839435,0.5949860974167667,1.0
IGHG3,-0.5317017,-0.31176296,0.5949326237652011,1.0
AC010175.1,-0.53189373,-0.0684328,0.5947996044725061,1.0
AC092667.1,-0.5325207,-1.0465971,0.5943653878218085,1.0
ACAP1,-0.5329941,-0.050544336,0.594037659448412,1.0
FHL1,-0.5331315,-0.2536916,0.593942578679282,1.0
FBXL16,-0.53330195,-0.46890703,0.5938245886743714,1.0
SOGA3,-0.53340673,-0.21590753,0.5937520452061671,1.0
ZBTB32,-0.533447,-0.5416814,0.5937241550243375,1.0
HCG27,-0.5343586,-0.19213067,0.593093447195679,1.0
AP003327.2,-0.5344827,-0.23286358,0.5930075962376433,1.0
AC127035.1,-0.5347826,-0.13845798,0.5928001902172475,1.0
AC005225.2,-0.5348006,-0.2196483,0.5927877599979146,1.0
TMEM45B,-0.53568757,-0.19202632,0.5921745098726308,1.0
RHD,-0.5358005,-0.16395913,0.5920964355702929,1.0
PIP4P1,-0.53582925,-0.112191886,0.5920765581105725,1.0
RBM4,-0.5368267,-0.042937934,0.5913873137448801,1.0
EFHC2,-0.53745824,-0.25626913,0.5909511050667313,1.0
YARS2,-0.5376333,-0.10608218,0.5908302525788632,1.0
MIS12,-0.53835547,-0.12335799,0.5903316767186102,1.0
RBM11,-0.5383988,-0.25481164,0.5903017709398799,1.0
ZNF442,-0.5385935,-0.324219,0.5901673994355707,1.0
MMAB,-0.53904676,-0.17945991,0.5898545734512797,1.0
INO80B,-0.5392763,-0.17801738,0.5896962311723244,1.0
ZNF568,-0.5394331,-0.16247453,0.5895880266577826,1.0
SLC5A6,-0.539435,-0.19949155,0.5895867214722297,1.0
DZANK1,-0.539489,-0.14572552,0.5895495242439546,1.0
AC022087.1,-0.5395417,-0.40066755,0.5895131111633511,1.0
MAK16,-0.53973246,-0.15563728,0.589381562869232,1.0
PEX7,-0.5398541,-0.118005045,0.5892976557032193,1.0
CHAF1B,-0.5400125,-0.1855709,0.58918844110014,1.0
OPRM1,-0.54055184,-0.10459038,0.5888165030315834,1.0
GPR89A,-0.54073143,-0.07860289,0.5886927216706812,1.0
MIR31HG,-0.54084796,-0.4731222,0.5886123810861918,1.0
DLGAP1-AS2,-0.54141045,-0.24901241,0.5882247046404403,1.0
AC092140.1,-0.5414322,-0.25768012,0.5882097111177934,1.0
AC133550.3,-0.54268473,-0.2744595,0.5873469036234086,1.0
AL512343.2,-0.5427587,-0.2617659,0.5872959615677253,1.0
RNF175,-0.54508734,-0.2488493,0.5856934408189272,1.0
IPO5,-0.5456943,-0.06932996,0.5852760879530283,1.0
ATP13A4,-0.54612494,-0.19351453,0.5849800697876919,1.0
MTCL1,-0.54641193,-0.5076489,0.5847828063538377,1.0
DHRS12,-0.54652226,-0.12589194,0.5847070040465658,1.0
CCDC38,-0.5465582,-0.42949888,0.5846823010228477,1.0
C12orf74,-0.5466127,-0.34815443,0.5846448573649549,1.0
LINC02446,-0.54661703,-0.21253058,0.5846418671209184,1.0
AC073115.2,-0.5468503,-0.43474746,0.5844815744507375,1.0
ZC3H7A,-0.5484602,-0.040513355,0.5833759438035425,1.0
AC110611.1,-0.54927564,-0.22352037,0.5828162891833204,1.0
SYCE2,-0.5507586,-0.18425134,0.5817991653242666,1.0
MCF2L2,-0.55107987,-0.086255796,0.5815789281462495,1.0
VPREB3,-0.5520616,-0.6927845,0.5809061364311293,1.0
CERS3,-0.55255276,-0.25260112,0.5805696828700693,1.0
AC111006.1,-0.5526686,-0.47527292,0.5804903781469372,1.0
AC022364.1,-0.5527615,-0.44768465,0.5804267566213417,1.0
RAB33B,-0.55410004,-0.14382236,0.5795103734816829,1.0
L3HYPDH,-0.554158,-0.1618879,0.5794707544218379,1.0
RBPMS,-0.554731,-0.15224177,0.5790786460973951,1.0
AC009403.1,-0.5556424,-0.22171646,0.578455335391187,1.0
ZNF552,-0.55578357,-0.1584785,0.5783588326101167,1.0
AC009495.1,-0.5558687,-0.16383012,0.5783006241370319,1.0
FZD3,-0.556567,-0.16528443,0.5778232892939708,1.0
AC012645.3,-0.5566737,-0.25630158,0.5777503668975394,1.0
AL591368.1,-0.55696565,-0.28202194,0.5775508868048037,1.0
ZNF250,-0.5575728,-0.0904579,0.5771361289723367,1.0
AC012085.2,-0.5584834,-0.17106283,0.5765143200535677,1.0
U2AF1,-0.55877876,-0.08929498,0.5763127166834704,1.0
PLD6,-0.5597323,-0.49874946,0.5756620271402912,1.0
C12orf49,-0.5599168,-0.15419388,0.575536189767218,1.0
ITFG2-AS1,-0.560754,-0.20359927,0.5749652450768401,1.0
TOMM34,-0.56090194,-0.23069113,0.574864373780422,1.0
LINC01483,-0.56109667,-0.3614488,0.5747316543558205,1.0
LSM5,-0.56114316,-0.11842852,0.574699927660836,1.0
ATP6V0E2,-0.5614544,-0.1286276,0.5744877928080441,1.0
AP001977.1,-0.5620485,-0.11760331,0.5740829696199212,1.0
COA4,-0.5622932,-0.15291019,0.5739163094142177,1.0
DKC1,-0.5626269,-0.07854185,0.573688977009838,1.0
IFT80,-0.56327623,-0.105981655,0.5732468063544627,1.0
CCR4,-0.56335986,-0.20840561,0.5731898718842102,1.0
AL391097.2,-0.5649164,-0.520567,0.5721306335104733,1.0
SH3BP5-AS1,-0.56494516,-0.11176137,0.5721110720404308,1.0
AC073342.1,-0.56529915,-0.16270994,0.5718703118236215,1.0
AC004039.1,-0.5653533,-0.23036134,0.5718335135975158,1.0
TIGIT,-0.56566054,-0.10751186,0.571624582779025,1.0
SHF,-0.5666243,-0.3301835,0.5709694652172883,1.0
CDS2,-0.566759,-0.069335796,0.5708779264212717,1.0
C9orf153,-0.5669022,-0.35894504,0.5707806098327073,1.0
SLC35G1,-0.5687804,-0.2864904,0.5695051700835001,1.0
GORAB,-0.56896865,-0.14764442,0.56937740563773,1.0
TTC26,-0.5701937,-0.41575387,0.568546308102462,1.0
SMN1,-0.5707144,-0.22072527,0.5681932513012222,1.0
DNAH6,-0.57105213,-0.23353958,0.5679643079671872,1.0
MRPL32,-0.57109374,-0.11932978,0.5679360939172151,1.0
AF165147.1,-0.57148236,-0.03244038,0.5676727096527088,1.0
FFAR1,-0.57182556,-0.8665655,0.5674401492051191,1.0
ACSL6,-0.5718362,-0.13492213,0.5674329705568484,1.0
RDH14,-0.5722244,-0.16756691,0.5671699543741812,1.0
AL109946.1,-0.572863,-0.499847,0.5667374890519596,1.0
AC092436.3,-0.5728692,-0.5421245,0.5667332612827712,1.0
AL049869.3,-0.572922,-0.12525126,0.5666975180203749,1.0
CCNT2-AS1,-0.5730707,-0.14947307,0.566596827760238,1.0
WDR20,-0.573391,-0.042175423,0.5663799757243824,1.0
MYBPC2,-0.5737178,-0.5501792,0.5661588097479529,1.0
OSGEPL1,-0.5737352,-0.15405296,0.5661470290522335,1.0
LINC00909,-0.57382804,-0.09858255,0.5660841579808868,1.0
HIST1H2AG,-0.5743533,-0.23683083,0.5657287625888014,1.0
RAD54L2,-0.5748444,-0.07493687,0.5653965085573216,1.0
PLXNA3,-0.57501394,-0.21405753,0.5652818540521282,1.0
ZNF836,-0.5751091,-0.13018318,0.5652174937533985,1.0
DNM3,-0.57620513,-0.15602219,0.5644765167074881,1.0
AC138627.1,-0.5769122,-0.22439355,0.5639987688282031,1.0
CUTA,-0.577249,-0.09601799,0.5637712774538343,1.0
IL16,-0.5779808,-0.082475565,0.5632770835055251,1.0
EPHX1,-0.5781717,-0.17186686,0.5631482032618831,1.0
RAD18,-0.57824093,-0.10903791,0.5631014573529818,1.0
ID3,-0.5782718,-0.47164214,0.5630806394221886,1.0
OPA1-AS1,-0.5783452,-0.13872026,0.5630310865775406,1.0
DDX43,-0.57887816,-0.3522875,0.5626713806949097,1.0
ATRAID,-0.5789972,-0.118666835,0.5625910781328863,1.0
MLANA,-0.5800173,-0.33329752,0.5619029245958589,1.0
SEC22A,-0.5803305,-0.066095024,0.5616917869878841,1.0
MORF4L2-AS1,-0.5804943,-0.5936594,0.5615813218118315,1.0
GPLD1,-0.580668,-0.3567865,0.5614642350942247,1.0
MATN1-AS1,-0.5810222,-0.40987644,0.5612255066162355,1.0
MIR3936HG,-0.58204705,-0.16247398,0.5605349756403648,1.0
AC138965.2,-0.58319664,-0.28813267,0.559760928793672,1.0
OR2A1-AS1,-0.5833726,-0.22022977,0.559642497997205,1.0
ZBTB24,-0.5836878,-0.09362563,0.5594303717177858,1.0
EIF2S1,-0.5837947,-0.108798996,0.559358440993842,1.0
LINC00862,-0.58406013,-0.14015734,0.559179843052451,1.0
CENPT,-0.5845933,-0.17382795,0.558821203266332,1.0
SNAPC5,-0.58466977,-0.11046627,0.5587697963590023,1.0
AC073052.2,-0.58471686,-0.48579276,0.558738113543088,1.0
AC064836.4,-0.5848754,-0.38560697,0.558631492646201,1.0
PLK4,-0.58509547,-0.23784304,0.5584835375448549,1.0
GRAP,-0.5855026,-0.23916674,0.558209813592716,1.0
DEGS1,-0.58552647,-0.08411262,0.5581937890260591,1.0
AL356276.1,-0.58558774,-0.4075755,0.558152584024612,1.0
NEMP1,-0.58578944,-0.11754253,0.5580170249221672,1.0
ZNF365,-0.5861994,-0.20881549,0.5577415052738719,1.0
LYPLAL1-DT,-0.58637655,-0.491095,0.5576225195681555,1.0
IRAK1BP1,-0.5868242,-0.16948353,0.5573218052386069,1.0
LINC01277,-0.5872086,-0.5169989,0.5570636047509334,1.0
ANKS6,-0.58791035,-0.20877431,0.556592462921687,1.0
ACOT2,-0.5890772,-0.2530866,0.5558095198619937,1.0
LINC02422,-0.5894573,-0.15728551,0.5555545796314214,1.0
AC097500.1,-0.589795,-0.39075696,0.5553281127084091,1.0
ZNF480,-0.5903259,-0.10728631,0.5549722004313477,1.0
ERCC5,-0.5910125,-0.045516588,0.5545120644556265,1.0
UBAP1L,-0.5915687,-0.18144381,0.5541394265249953,1.0
NCL,-0.5923573,-0.028695628,0.5536113526709359,1.0
OVGP1,-0.59256124,-0.41173103,0.5534748132410987,1.0
ACAT1,-0.5927709,-0.10803939,0.5533344912086338,1.0
AC016957.2,-0.59350955,-0.29483312,0.5528402103158883,1.0
RGS20,-0.59367865,-0.31249058,0.5527270524957176,1.0
EDRF1,-0.5937059,-0.049893137,0.5527088267951756,1.0
SLC2A11,-0.594075,-0.19256805,0.5524619229248955,1.0
AC024560.5,-0.59571767,-0.24610826,0.5513638511700019,1.0
ZNF23,-0.59689164,-0.22964342,0.5505797204662572,1.0
MIF,-0.5977493,-0.08802264,0.550007228878185,1.0
LINC01259,-0.5981222,-0.3970846,0.549758394529747,1.0
AC138150.1,-0.5986366,-0.08866759,0.5494152179392429,1.0
PGM2L1,-0.5992254,-0.11447776,0.5490225688267104,1.0
AL807742.1,-0.59946173,-0.7128454,0.5488650182027506,1.0
ZNF385C,-0.5998581,-0.4344416,0.5486008020573021,1.0
FXYD7,-0.6009051,-0.30296502,0.5479031700397159,1.0
CNTNAP1,-0.6018704,-0.3757803,0.5472603859232803,1.0
ACP6,-0.6025534,-0.23680177,0.5468057994690828,1.0
PRKG2,-0.6029021,-0.36193666,0.5465737932346271,1.0
AC139795.2,-0.60343117,-0.20757656,0.5462219116247984,1.0
AL109767.1,-0.6036987,-0.49868464,0.546043999947416,1.0
TXLNB,-0.6042275,-0.27716815,0.545692413237739,1.0
LINC01535,-0.6046668,-1.293167,0.5454004112326442,1.0
LINC02365,-0.60521376,-0.5330253,0.5450369633019602,1.0
GAS2,-0.60572785,-0.23583429,0.5446954997855058,1.0
AC007130.1,-0.60579157,-0.42074558,0.5446531541566464,1.0
CCDC58,-0.60686946,-0.19944611,0.5439375470372679,1.0
LINC01135,-0.6069397,-0.17260478,0.5438909614980009,1.0
ANO9,-0.6070195,-0.15007338,0.5438379744293056,1.0
SART3,-0.60729724,-0.073756546,0.5436536697506851,1.0
AC008555.4,-0.60733265,-0.17677526,0.5436301944792101,1.0
ZBTB1,-0.6074564,-0.032544393,0.5435480977642038,1.0
RWDD3,-0.60846174,-0.121988535,0.5428812594055891,1.0
CTSF,-0.61055505,-0.26065502,0.5414941792758301,1.0
IL2RG,-0.61095595,-0.046587333,0.5412287248728127,1.0
LINC01224,-0.6113204,-1.1673224,0.5409875046416648,1.0
AC022893.1,-0.61161834,-0.14061855,0.5407902850397105,1.0
ACER2,-0.61169857,-0.2417888,0.5407371984103677,1.0
MYOT,-0.61219937,-0.3802893,0.5404058414921609,1.0
AL137139.2,-0.612231,-0.26195145,0.5403849394936806,1.0
CARNMT1-AS1,-0.6130082,-0.209333,0.5398709026987081,1.0
PLXDC1,-0.6130771,-0.20507401,0.5398253669409295,1.0
IDNK,-0.6131796,-0.1552881,0.5397575672599043,1.0
ZNF546,-0.61329335,-0.21493666,0.5396823921552152,1.0
SLFN13,-0.6139243,-0.06883394,0.5392653343929529,1.0
PLCE1,-0.6139888,-0.30059618,0.5392226998062624,1.0
MIR17HG,-0.61418957,-0.16009884,0.5390900557805878,1.0
AC083837.1,-0.6154676,-0.17873232,0.5382459432748605,1.0
AL592148.3,-0.615615,-0.25621194,0.5381486412136897,1.0
ZUP1,-0.6173995,-0.12296367,0.5369712252745511,1.0
ZNF26,-0.6175505,-0.08759466,0.5368716687493985,1.0
POLR2D,-0.6175999,-0.13721119,0.5368391090430955,1.0
CLCA4-AS1,-0.6181558,-0.38736665,0.536472662547458,1.0
MGMT,-0.61882365,-0.069343746,0.5360325444631087,1.0
KALRN,-0.61899716,-0.35730886,0.5359182432573566,1.0
SLC38A11,-0.61905634,-0.54597646,0.5358792315879464,1.0
MFAP1,-0.6202544,-0.11924078,0.5350903314983172,1.0
DDB2,-0.620369,-0.081279665,0.5350148610346597,1.0
KIAA1191,-0.6206492,-0.14436708,0.5348304417826754,1.0
HS3ST3B1,-0.62080723,-0.06804829,0.5347264788262068,1.0
HSPA13,-0.62107646,-0.12129181,0.5345493295216147,1.0
MKRN2OS,-0.6214605,-0.25926444,0.5342966660397546,1.0
TCF4-AS1,-0.6217988,-0.3816555,0.534074172977398,1.0
FRK,-0.62412125,-0.63184863,0.5325479750455352,1.0
LINC02646,-0.6241543,-0.3726746,0.5325262325932967,1.0
ECT2L,-0.62469506,-0.27057856,0.5321712108871619,1.0
ZNF256,-0.625079,-0.39245293,0.5319192406099797,1.0
BET1,-0.6252816,-0.14161502,0.5317862634253412,1.0
LINC02340,-0.6252967,-0.24520287,0.5317763311652303,1.0
BEX4,-0.6257391,-0.16036698,0.5314861023868842,1.0
GAL3ST4,-0.626252,-0.4764514,0.5311496716392176,1.0
DNAJC18,-0.6278566,-0.20472342,0.5300978911352061,1.0
OXSM,-0.6284915,-0.23717055,0.5296819854926632,1.0
GPR171,-0.6286881,-0.12864733,0.5295532569216672,1.0
PELP1,-0.62925494,-0.13327387,0.5291821517806062,1.0
KLF3-AS1,-0.62938964,-0.15450963,0.5290939780299999,1.0
AL160313.1,-0.62990654,-0.4052092,0.5287557177959559,1.0
GINS4,-0.6302205,-0.29104593,0.5285503638692688,1.0
TNNI3K,-0.630425,-0.24820697,0.5284165776505885,1.0
C21orf91,-0.6318941,-0.07287895,0.52745607649479,1.0
AC024560.4,-0.6322852,-0.6245085,0.5272005465551666,1.0
PLA2G12A,-0.63232565,-0.15858422,0.5271740947176913,1.0
DZIP3,-0.63300335,-0.09645955,0.5267314360123831,1.0
LINC00467,-0.63340294,-0.16801324,0.5264705268797929,1.0
KCNA3,-0.63484144,-0.25563923,0.5255318255746013,1.0
COPB1,-0.63530123,-0.036595173,0.5252319872475538,1.0
BCLAF1,-0.6366301,0.009711404,0.5243657865735419,1.0
AK6,-0.63693875,-0.1646442,0.5241647561862743,1.0
SEC31B,-0.6370513,-0.09762564,0.52409142875539,1.0
SNRPG,-0.6370986,-0.08776337,0.524060620479347,1.0
GLMN,-0.63842183,-0.07982162,0.5231991045866358,1.0
CLECL1,-0.639016,-0.1941306,0.5228125582161524,1.0
CEMIP,-0.639043,-0.20761903,0.5227949578451658,1.0
NME9,-0.6391028,-0.13794163,0.5227560657968806,1.0
ASAP3,-0.6393853,-0.5473118,0.5225723332743996,1.0
FYTTD1,-0.63985145,-0.07848171,0.522269179500114,1.0
SPIB,-0.6410188,-0.16299167,0.5215104614827232,1.0
SNX8,-0.64113235,-0.13335118,0.5214367104206579,1.0
TMEM163,-0.64123183,-0.13780639,0.5213720597382205,1.0
PIGP,-0.64186853,-0.42727825,0.5209585650775271,1.0
RIPOR3,-0.64327806,-0.15021347,0.520043702612963,1.0
IGIP,-0.643461,-0.21843784,0.5199250154663888,1.0
CD7,-0.6434731,-0.042313416,0.5199171607603664,1.0
PCSK1N,-0.6435104,-0.3897533,0.5198929833775218,1.0
AC139769.2,-0.64376634,-0.7199429,0.5197269482902377,1.0
DLG3,-0.64434946,-0.13358736,0.5193488389589578,1.0
AC021752.1,-0.6448278,-0.15616758,0.5190388021010119,1.0
UPB1,-0.6453199,-0.2314341,0.5187199122260542,1.0
MRTO4,-0.64649385,-0.16583265,0.5179595708542656,1.0
SAXO1,-0.64663917,-0.39293072,0.5178655026319439,1.0
IL7,-0.6468539,-0.12932402,0.5177264987206702,1.0
ATAD5,-0.6477168,-0.11534789,0.5171681059173492,1.0
PRKAA1,-0.6479486,-0.05868197,0.5170181851131844,1.0
OTUD7A,-0.6481781,-0.25816375,0.5168697551038453,1.0
ZNF776,-0.6484248,-0.1576975,0.5167102144096236,1.0
LIPE,-0.6486233,-0.2787273,0.5165818907632309,1.0
ARL10,-0.6495254,-0.1678299,0.5159988319180203,1.0
C1orf131,-0.6496174,-0.13171041,0.5159394201797879,1.0
LARGE2,-0.6502769,-0.5820859,0.5155133733517943,1.0
CEP112,-0.6503997,-0.22175768,0.5154340749916173,1.0
AC106818.2,-0.65078413,-0.1713795,0.5151858351042529,1.0
ZNF621,-0.6508252,-0.12412983,0.5151593289040474,1.0
SPAG6,-0.651109,-0.21393874,0.514976125691939,1.0
MUTYH,-0.65172106,-0.12814395,0.5145811326653539,1.0
LINC02576,-0.65256166,-0.29250687,0.5140388997792127,1.0
AC124016.2,-0.65267897,-0.19067523,0.5139632573380339,1.0
PRNCR1,-0.65332586,-0.264066,0.5135462299128861,1.0
ZNF596,-0.65512985,-0.20846145,0.5123841437568641,1.0
AL139021.1,-0.6561468,-0.16923587,0.511729665936849,1.0
NDUFAF8,-0.65621036,-0.11376704,0.511688767957079,1.0
LINC02550,-0.65728694,-0.7386778,0.5109964392970532,1.0
AC093827.4,-0.6574534,-0.31290513,0.5108894093347549,1.0
C17orf100,-0.6575461,-0.3214021,0.5108298181833779,1.0
ADAM22,-0.65770394,-0.14303455,0.5107283999645972,1.0
AHCTF1,-0.6579226,-0.010040067,0.5105878424760986,1.0
SLC18B1,-0.6584295,-0.118024155,0.5102621818947346,1.0
TIGD1,-0.65903497,-0.21850596,0.5098733307170011,1.0
ZBTB44,-0.65925175,-0.04926788,0.5097341111089134,1.0
FIGNL1,-0.66071373,-0.2977266,0.5087959309513684,1.0
KCNMB3,-0.660961,-0.20112918,0.5086373299861058,1.0
AK1,-0.66197604,-0.23501387,0.5079865731721418,1.0
KDM5A,-0.6631078,0.010647403,0.5072614917306035,1.0
AC008119.1,-0.66325355,-0.19245766,0.5071681991210828,1.0
WDR35,-0.66333675,-0.11846725,0.5071148931055179,1.0
DYNLT1,-0.6636624,-0.04466833,0.506906422169505,1.0
FLT3LG,-0.6643325,-0.11901634,0.5064775087049871,1.0
TCEA3,-0.66490483,-0.25167608,0.5061113517621838,1.0
DNAH7,-0.6652791,-0.29786122,0.5058720028122095,1.0
MAPKAPK5-AS1,-0.6652939,-0.12997644,0.5058625656014195,1.0
AC069272.1,-0.665477,-0.37289074,0.5057454551061316,1.0
AC018816.1,-0.6655852,-0.11805401,0.5056762601583091,1.0
ZNF37A,-0.6656197,-0.07704988,0.505654244629179,1.0
LONP1,-0.6659286,-0.109489,0.5054567322661541,1.0
OGFOD1,-0.6660707,-0.15807964,0.505365911990036,1.0
AEN,-0.666763,-0.13752103,0.50492354309562,1.0
AC073111.4,-0.6678115,-0.25016248,0.5042539104666629,1.0
AC024267.4,-0.6693037,-0.21924712,0.5033017428432108,1.0
AC113143.3,-0.6710039,-0.41731298,0.5022180555743525,1.0
CDC37L1-DT,-0.6716451,-0.55634433,0.5018096721220953,1.0
PRPF18,-0.6725052,-0.067287914,0.5012621432570372,1.0
XKR9,-0.6732425,-0.31445011,0.5007930332120233,1.0
SRRM1,-0.67363524,-0.02286434,0.5005432251269367,1.0
AL359962.2,-0.6738962,-0.28322738,0.5003773245893832,1.0
AC007879.3,-0.67391187,-0.45295367,0.5003673402083586,1.0
AF235103.3,-0.6739544,-0.27706248,0.5003402746466792,1.0
TCTEX1D2,-0.6744276,-0.1957979,0.5000394781845838,1.0
SERF1A,-0.67459774,-0.33518592,0.49993137847473157,1.0
PEBP4,-0.6749672,-0.3025692,0.49969658391549776,1.0
PGM1,-0.6761465,-0.08984047,0.49894762873199394,1.0
CSTF3,-0.6766057,-0.07543899,0.4986561626716227,1.0
EDRF1-AS1,-0.67669994,-0.16940527,0.4985963674800288,1.0
C14orf28,-0.6767162,-0.2912253,0.49858604178878674,1.0
KIF22,-0.6786303,-0.11200521,0.4973721260787849,1.0
PGBD1,-0.6794579,-0.19966109,0.49684778760095183,1.0
GPR18,-0.68003833,-0.21526566,0.49648018329919275,1.0
GALNT12,-0.68055505,-0.22699608,0.49615308000541025,1.0
AL365272.1,-0.6805808,-0.1965879,0.4961367937222543,1.0
RCC1L,-0.6812311,-0.10930598,0.4957253005124984,1.0
ITGB3BP,-0.6815487,-0.09115558,0.4955243492809104,1.0
THAP7,-0.6821867,-0.21095234,0.4951209026526441,1.0
MAGOHB,-0.6835979,-0.18066618,0.49422908622231787,1.0
FAM200B,-0.6838613,-0.17904697,0.49406275045735704,1.0
C16orf58,-0.6838681,-0.18587787,0.4940584490676764,1.0
DYNLT3,-0.685005,-0.11440884,0.49334075630217056,1.0
SCAMP1,-0.6850421,-0.06154285,0.49331735619254147,1.0
RAB3IP,-0.6851706,-0.11784252,0.49323629612379516,1.0
AC008676.1,-0.68539214,-0.32842773,0.49309651709789215,1.0
NDC1,-0.68553007,-0.10148703,0.49300950910644914,1.0
Z98885.3,-0.6869659,-0.29004478,0.49210423152441607,1.0
CROT,-0.68718666,-0.098257676,0.4919651014320149,1.0
MYH11,-0.6873706,-0.13303106,0.49184923541069037,1.0
FASTKD2,-0.68797034,-0.08884657,0.49147146137948683,1.0
TCF4,-0.6891797,-0.28680375,0.4907101904117699,1.0
AC159540.2,-0.6893046,-0.2793277,0.490631622202208,1.0
TRAF3IP2,-0.69003373,-0.14139178,0.49017296653489084,1.0
CFAP70,-0.69006,-0.2382112,0.49015642877475174,1.0
NSMCE4A,-0.6900869,-0.095137626,0.49013953439444313,1.0
AC009318.3,-0.6901051,-0.3110716,0.4901281130190144,1.0
CISD2,-0.6902606,-0.12067415,0.49003032335300367,1.0
LINC01089,-0.6903597,-0.13051033,0.4899679908936747,1.0
HACL1,-0.6904892,-0.06444403,0.4898866320412222,1.0
AP000919.2,-0.69074875,-0.2857488,0.48972346046985993,1.0
AC011997.1,-0.6913657,-0.11985943,0.48933574807584845,1.0
MSTO1,-0.69229525,-0.22603436,0.488751935503389,1.0
TMEM272,-0.6925162,-0.461607,0.4886131971243637,1.0
ZNF770,-0.6928632,-0.08676115,0.4883953922028329,1.0
CDRT4,-0.69286567,-0.09402955,0.4883938485162075,1.0
MCM8,-0.69427633,-0.14570263,0.48750891845003375,1.0
ATP6V1G1,-0.6945244,-0.06670651,0.48735340935343896,1.0
LRRC8C-DT,-0.694941,-0.1464074,0.4870922712927491,1.0
AL158136.1,-0.6957701,-0.5026727,0.48657282910332234,1.0
VAV3-AS1,-0.6958526,-0.3540109,0.48652116205438045,1.0
TIPRL,-0.69605255,-0.079937324,0.48639591732172915,1.0
TOMM70,-0.69681823,-0.07058605,0.4859165463908872,1.0
SLC16A1,-0.69742256,-0.10006067,0.48553839463638626,1.0
AL136962.1,-0.69827926,-0.093891114,0.485002577814296,1.0
LRATD2,-0.69884115,-0.2383763,0.48465129953403274,1.0
SLC25A53,-0.69900215,-0.113400765,0.48455067248859085,1.0
TRMT10C,-0.700561,-0.11560992,0.48357703235829286,1.0
AC083798.2,-0.7012285,-0.13302141,0.48316043742039516,1.0
ARG1,-0.7017441,-0.20147006,0.4828387961378926,1.0
AL137779.2,-0.70368314,-0.15004067,0.48163011289095237,1.0
NUDT4,-0.705129,-0.08526493,0.48072995039153676,1.0
ZNF382,-0.705203,-0.38117194,0.48068391858071047,1.0
MRPL47,-0.7053691,-0.11440832,0.4805805617817125,1.0
AC244502.1,-0.70562243,-0.2588804,0.48042296009473706,1.0
SLCO5A1,-0.7058828,-0.55424976,0.4802610328183833,1.0
TMEM199,-0.70594674,-0.17714164,0.4802212616294196,1.0
POLR1E,-0.7062413,-0.23919986,0.48003807848042745,1.0
AC011912.1,-0.70649374,-0.27853963,0.4798811618926332,1.0
DDX20,-0.7071304,-0.126317,0.4794854658732498,1.0
PRPS1,-0.708948,-0.13557583,0.4783567429123915,1.0
AL109811.2,-0.7092195,-0.18143946,0.478188270009265,1.0
LGALSL-DT,-0.7092498,-0.46679482,0.47816948758391975,1.0
MAPK9,-0.7097445,-0.10088658,0.47786256948040384,1.0
CENPV,-0.7098554,-0.23132387,0.4777938064346565,1.0
HOMER1,-0.7109312,-0.20522054,0.47712687474071414,1.0
RPL7,-0.7110422,-0.030885996,0.47705805239781507,1.0
SLFNL1-AS1,-0.7114937,-0.20222524,0.47677836369147386,1.0
CRYM,-0.7115262,-0.6593468,0.4767582051931243,1.0
KDM2B-DT,-0.71177125,-0.26313466,0.47660644544005104,1.0
MKRN3,-0.71194476,-0.45814732,0.4764989991323356,1.0
AL121845.1,-0.7126049,-0.28718442,0.4760903089262948,1.0
COPS5,-0.7132489,-0.11664017,0.47569176058224905,1.0
AC005674.2,-0.7134294,-0.16661952,0.47558009684654057,1.0
AL391839.1,-0.7140172,-0.1310602,0.47521652857003105,1.0
C2orf88,-0.71488,-0.24159348,0.4746832125419719,1.0
MAGED2,-0.71594876,-0.17385069,0.4740229882455598,1.0
TMSB15B,-0.716498,-0.3202708,0.4736838978671357,1.0
TMSB15B-1,-0.716498,-0.3202708,0.4736838978671357,1.0
FBXW8,-0.7178657,-0.08701315,0.4728400808015939,1.0
LENG1,-0.71809655,-0.20268421,0.4726977559172395,1.0
PHTF2,-0.71892905,-0.01665443,0.47218464903268975,1.0
AC068481.1,-0.72034556,-0.26227063,0.4713122567511684,1.0
CYCS,-0.7204583,-0.09784215,0.4712428484919523,1.0
METTL5,-0.7205049,-0.15841831,0.4712142017604465,1.0
LANCL1-AS1,-0.72284055,-0.22129624,0.4697778592592865,1.0
TEX9,-0.7241305,-0.26812428,0.46898562236409425,1.0
AC090541.1,-0.7242162,-0.46145928,0.4689330109397958,1.0
AC005332.4,-0.724976,-0.24417071,0.46846673548344964,1.0
AEBP1,-0.7250379,-0.6171263,0.46842878063303717,1.0
GPD1L,-0.7279686,-0.12068095,0.466632809879137,1.0
AC137932.3,-0.72863156,-0.22601081,0.466227073097104,1.0
CRPPA,-0.7295268,-0.1700805,0.4656794541700978,1.0
PHYH,-0.7296873,-0.16467312,0.46558135566905134,1.0
ZNF350-AS1,-0.7297777,-0.14910647,0.4655260646409731,1.0
PRKY,-0.72982407,-0.038208712,0.4654977265117606,1.0
PXYLP1,-0.73179007,-0.1295948,0.46429672575059855,1.0
AC022079.1,-0.73225224,-0.4028847,0.4640146123082457,1.0
KLHL36,-0.7336828,-0.07364095,0.46314208610817476,1.0
